Provincias;Sector económico;Periodo;Total
21 Huelva;Construcción;2025T3;6,1
21 Huelva;Construcción;2025T2;5,7
21 Huelva;Construcción;2025T1;6,8
21 Huelva;Construcción;2024T4;7
21 Huelva;Construcción;2024T3;5,6
21 Huelva;Construcción;2024T2;5,6
21 Huelva;Construcción;2024T1;6,1
21 Huelva;Construcción;2023T4;7
21 Huelva;Construcción;2023T3;6,2
21 Huelva;Construcción;2023T2;5,3
21 Huelva;Construcción;2023T1;5,6
21 Huelva;Construcción;2022T4;5,1
21 Huelva;Construcción;2022T3;5,1
21 Huelva;Construcción;2022T2;6,1
21 Huelva;Construcción;2022T1;5,8
21 Huelva;Construcción;2021T4;6,4
21 Huelva;Construcción;2021T3;6,6
21 Huelva;Construcción;2021T2;5,2
21 Huelva;Construcción;2021T1;5,4
21 Huelva;Construcción;2020T4;4,6
21 Huelva;Construcción;2020T3;4,4
21 Huelva;Construcción;2020T2;4,2
21 Huelva;Construcción;2020T1;3,9
21 Huelva;Construcción;2019T4;5,9
21 Huelva;Construcción;2019T3;5,7
21 Huelva;Construcción;2019T2;5,2
21 Huelva;Construcción;2019T1;5,7
21 Huelva;Construcción;2018T4;6,8
21 Huelva;Construcción;2018T3;5,2
21 Huelva;Construcción;2018T2;3,8
21 Huelva;Construcción;2018T1;4,3
21 Huelva;Construcción;2017T4;5,1
21 Huelva;Construcción;2017T3;5,1
21 Huelva;Construcción;2017T2;5
21 Huelva;Construcción;2017T1;6,9
21 Huelva;Construcción;2016T4;7,6
21 Huelva;Construcción;2016T3;8,4
21 Huelva;Construcción;2016T2;6,6
21 Huelva;Construcción;2016T1;6,3
21 Huelva;Construcción;2015T4;5
21 Huelva;Construcción;2015T3;4,7
21 Huelva;Construcción;2015T2;4,6
21 Huelva;Construcción;2015T1;5,1
21 Huelva;Construcción;2014T4;4,8
21 Huelva;Construcción;2014T3;5,4
21 Huelva;Construcción;2014T2;4,7
21 Huelva;Construcción;2014T1;3,9
21 Huelva;Construcción;2013T4;4,1
21 Huelva;Construcción;2013T3;4,6
21 Huelva;Construcción;2013T2;3,5
21 Huelva;Construcción;2013T1;5,2
21 Huelva;Construcción;2012T4;5,8
21 Huelva;Construcción;2012T3;6,7
21 Huelva;Construcción;2012T2;7,6
21 Huelva;Construcción;2012T1;7,4
21 Huelva;Construcción;2011T4;8,1
21 Huelva;Construcción;2011T3;9,1
21 Huelva;Construcción;2011T2;7,5
21 Huelva;Construcción;2011T1;6,9
21 Huelva;Construcción;2010T4;8,7
21 Huelva;Construcción;2010T3;9,4
21 Huelva;Construcción;2010T2;9,5
21 Huelva;Construcción;2010T1;9,5
21 Huelva;Construcción;2009T4;9,6
21 Huelva;Construcción;2009T3;11,1
21 Huelva;Construcción;2009T2;11,8
21 Huelva;Construcción;2009T1;12,7
21 Huelva;Construcción;2008T4;13
21 Huelva;Construcción;2008T3;13,4
21 Huelva;Construcción;2008T2;13,5
21 Huelva;Construcción;2008T1;13,6
21 Huelva;Servicios;2025T3;67,9
21 Huelva;Servicios;2025T2;64,9
21 Huelva;Servicios;2025T1;66,2
21 Huelva;Servicios;2024T4;64,6
21 Huelva;Servicios;2024T3;67,7
21 Huelva;Servicios;2024T2;66
21 Huelva;Servicios;2024T1;64,2
21 Huelva;Servicios;2023T4;62,3
21 Huelva;Servicios;2023T3;66,7
21 Huelva;Servicios;2023T2;63,4
21 Huelva;Servicios;2023T1;62
21 Huelva;Servicios;2022T4;64,4
21 Huelva;Servicios;2022T3;68
21 Huelva;Servicios;2022T2;61,3
21 Huelva;Servicios;2022T1;57,9
21 Huelva;Servicios;2021T4;56,6
21 Huelva;Servicios;2021T3;59,3
21 Huelva;Servicios;2021T2;57,2
21 Huelva;Servicios;2021T1;58,6
21 Huelva;Servicios;2020T4;59,1
21 Huelva;Servicios;2020T3;65,3
21 Huelva;Servicios;2020T2;62,1
21 Huelva;Servicios;2020T1;60,7
21 Huelva;Servicios;2019T4;58,9
21 Huelva;Servicios;2019T3;60,4
21 Huelva;Servicios;2019T2;56
21 Huelva;Servicios;2019T1;54
21 Huelva;Servicios;2018T4;52,8
21 Huelva;Servicios;2018T3;56,2
21 Huelva;Servicios;2018T2;57,7
21 Huelva;Servicios;2018T1;56,1
21 Huelva;Servicios;2017T4;57,6
21 Huelva;Servicios;2017T3;56
21 Huelva;Servicios;2017T2;56,6
21 Huelva;Servicios;2017T1;56,4
21 Huelva;Servicios;2016T4;55,2
21 Huelva;Servicios;2016T3;56,2
21 Huelva;Servicios;2016T2;56,1
21 Huelva;Servicios;2016T1;52,8
21 Huelva;Servicios;2015T4;55,1
21 Huelva;Servicios;2015T3;55,3
21 Huelva;Servicios;2015T2;52,4
21 Huelva;Servicios;2015T1;52,5
21 Huelva;Servicios;2014T4;47,6
21 Huelva;Servicios;2014T3;51,4
21 Huelva;Servicios;2014T2;50,8
21 Huelva;Servicios;2014T1;52,1
21 Huelva;Servicios;2013T4;52,2
21 Huelva;Servicios;2013T3;56,9
21 Huelva;Servicios;2013T2;51,3
21 Huelva;Servicios;2013T1;50,5
21 Huelva;Servicios;2012T4;52
21 Huelva;Servicios;2012T3;55
21 Huelva;Servicios;2012T2;51,8
21 Huelva;Servicios;2012T1;54,6
21 Huelva;Servicios;2011T4;55,5
21 Huelva;Servicios;2011T3;56,9
21 Huelva;Servicios;2011T2;56,5
21 Huelva;Servicios;2011T1;55,4
21 Huelva;Servicios;2010T4;56,4
21 Huelva;Servicios;2010T3;59,9
21 Huelva;Servicios;2010T2;58,1
21 Huelva;Servicios;2010T1;57,9
21 Huelva;Servicios;2009T4;58,7
21 Huelva;Servicios;2009T3;61,1
21 Huelva;Servicios;2009T2;59,4
21 Huelva;Servicios;2009T1;61,2
21 Huelva;Servicios;2008T4;60,7
21 Huelva;Servicios;2008T3;59,8
21 Huelva;Servicios;2008T2;57,3
21 Huelva;Servicios;2008T1;57,4
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;4,3
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;4,3
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;5,2
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;5,7
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;5,6
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;5,3
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;7,3
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;7,2
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;7,6
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;8,2
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;8,6
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;9,7
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;6,4
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;6,5
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;8,2
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;6,6
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;8,8
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;7,4
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;6,9
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;9
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;6,8
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T2;4,9
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T1;6,8
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T4;7,5
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T3;7,8
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T2;8
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T1;9,9
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T4;9,1
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T3;12
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T2;9,5
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T1;9,3
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T4;8,4
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T3;9,8
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T2;8,4
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T1;9,9
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T4;10,9
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T3;11
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T2;10,5
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T1;11,9
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T4;13,2
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T3;14,5
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T2;13,4
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2015T1;12,1
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T4;13,6
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T3;15,1
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T2;14,7
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2014T1;13,2
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T4;15,2
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T3;15,7
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T2;15,5
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2013T1;16,6
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T4;14,9
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T3;14,6
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T2;13,5
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2012T1;14,1
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T4;13,8
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T3;12,8
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T2;12,2
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2011T1;13,4
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T4;11,7
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T3;10,7
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T2;9
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2010T1;8,7
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T4;7
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T3;5,9
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T2;4,7
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2009T1;4,6
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T4;5,7
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T3;5,7
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T2;4,3
21 Huelva;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2008T1;3,9
22 Huesca;Agricultura;2025T3;18,4
22 Huesca;Agricultura;2025T2;13,2
22 Huesca;Agricultura;2025T1;12,4
22 Huesca;Agricultura;2024T4;14,7
22 Huesca;Agricultura;2024T3;17,4
22 Huesca;Agricultura;2024T2;14,7
22 Huesca;Agricultura;2024T1;14,2
22 Huesca;Agricultura;2023T4;14,2
22 Huesca;Agricultura;2023T3;13,9
22 Huesca;Agricultura;2023T2;10,2
22 Huesca;Agricultura;2023T1;11,6
22 Huesca;Agricultura;2022T4;13,9
22 Huesca;Agricultura;2022T3;13,5
22 Huesca;Agricultura;2022T2;11,4
22 Huesca;Agricultura;2022T1;11
22 Huesca;Agricultura;2021T4;10,7
22 Huesca;Agricultura;2021T3;10,2
22 Huesca;Agricultura;2021T2;11,4
22 Huesca;Agricultura;2021T1;10,8
22 Huesca;Agricultura;2020T4;12,4
22 Huesca;Agricultura;2020T3;11,7
22 Huesca;Agricultura;2020T2;13,4
22 Huesca;Agricultura;2020T1;14
22 Huesca;Agricultura;2019T4;13,7
22 Huesca;Agricultura;2019T3;13,1
22 Huesca;Agricultura;2019T2;12,8
22 Huesca;Agricultura;2019T1;12,4
22 Huesca;Agricultura;2018T4;11,6
22 Huesca;Agricultura;2018T3;13,9
22 Huesca;Agricultura;2018T2;14,4
22 Huesca;Agricultura;2018T1;14,2
22 Huesca;Agricultura;2017T4;13,4
22 Huesca;Agricultura;2017T3;13,9
22 Huesca;Agricultura;2017T2;13,4
22 Huesca;Agricultura;2017T1;15
22 Huesca;Agricultura;2016T4;13,1
22 Huesca;Agricultura;2016T3;11,8
22 Huesca;Agricultura;2016T2;12,6
22 Huesca;Agricultura;2016T1;12,2
22 Huesca;Agricultura;2015T4;12,6
22 Huesca;Agricultura;2015T3;12,3
22 Huesca;Agricultura;2015T2;11,3
22 Huesca;Agricultura;2015T1;12,1
22 Huesca;Agricultura;2014T4;11,2
22 Huesca;Agricultura;2014T3;10,6
22 Huesca;Agricultura;2014T2;10,9
22 Huesca;Agricultura;2014T1;9,9
22 Huesca;Agricultura;2013T4;10,4
22 Huesca;Agricultura;2013T3;11,5
22 Huesca;Agricultura;2013T2;10,8
22 Huesca;Agricultura;2013T1;11,8
22 Huesca;Agricultura;2012T4;12
22 Huesca;Agricultura;2012T3;11,7
22 Huesca;Agricultura;2012T2;12,3
22 Huesca;Agricultura;2012T1;12,4
22 Huesca;Agricultura;2011T4;14,3
22 Huesca;Agricultura;2011T3;13,2
22 Huesca;Agricultura;2011T2;13,8
22 Huesca;Agricultura;2011T1;14,9
22 Huesca;Agricultura;2010T4;13,4
22 Huesca;Agricultura;2010T3;15,4
22 Huesca;Agricultura;2010T2;13,1
22 Huesca;Agricultura;2010T1;9,8
22 Huesca;Agricultura;2009T4;9,1
22 Huesca;Agricultura;2009T3;10,8
22 Huesca;Agricultura;2009T2;8
22 Huesca;Agricultura;2009T1;8,4
22 Huesca;Agricultura;2008T4;7,8
22 Huesca;Agricultura;2008T3;8,4
22 Huesca;Agricultura;2008T2;9
22 Huesca;Agricultura;2008T1;8,5
22 Huesca;Industria;2025T3;12,8
22 Huesca;Industria;2025T2;15,3
22 Huesca;Industria;2025T1;13,2
22 Huesca;Industria;2024T4;13,8
22 Huesca;Industria;2024T3;12
22 Huesca;Industria;2024T2;14
22 Huesca;Industria;2024T1;13,8
22 Huesca;Industria;2023T4;16,5
22 Huesca;Industria;2023T3;18,2
22 Huesca;Industria;2023T2;17,6
22 Huesca;Industria;2023T1;20,3
22 Huesca;Industria;2022T4;18,3
22 Huesca;Industria;2022T3;18,2
22 Huesca;Industria;2022T2;14,9
22 Huesca;Industria;2022T1;17,2
22 Huesca;Industria;2021T4;16,3
22 Huesca;Industria;2021T3;15,4
22 Huesca;Industria;2021T2;16,4
22 Huesca;Industria;2021T1;16,5
22 Huesca;Industria;2020T4;15,7
22 Huesca;Industria;2020T3;16,9
22 Huesca;Industria;2020T2;14,9
22 Huesca;Industria;2020T1;16
22 Huesca;Industria;2019T4;13,5
22 Huesca;Industria;2019T3;14,1
22 Huesca;Industria;2019T2;14,4
22 Huesca;Industria;2019T1;13,4
22 Huesca;Industria;2018T4;14,2
22 Huesca;Industria;2018T3;13,3
22 Huesca;Industria;2018T2;14,3
22 Huesca;Industria;2018T1;12,7
22 Huesca;Industria;2017T4;13,1
22 Huesca;Industria;2017T3;12,4
22 Huesca;Industria;2017T2;12,1
22 Huesca;Industria;2017T1;11,3
22 Huesca;Industria;2016T4;12,4
22 Huesca;Industria;2016T3;11,9
22 Huesca;Industria;2016T2;11,7
22 Huesca;Industria;2016T1;13,7
22 Huesca;Industria;2015T4;14,5
22 Huesca;Industria;2015T3;14,2
22 Huesca;Industria;2015T2;13,7
22 Huesca;Industria;2015T1;15,1
22 Huesca;Industria;2014T4;14,3
22 Huesca;Industria;2014T3;13,3
22 Huesca;Industria;2014T2;14
22 Huesca;Industria;2014T1;12,9
22 Huesca;Industria;2013T4;12,2
22 Huesca;Industria;2013T3;11,5
22 Huesca;Industria;2013T2;12,8
22 Huesca;Industria;2013T1;12
22 Huesca;Industria;2012T4;12,4
22 Huesca;Industria;2012T3;12,8
22 Huesca;Industria;2012T2;13,1
22 Huesca;Industria;2012T1;14,4
22 Huesca;Industria;2011T4;13,7
22 Huesca;Industria;2011T3;13,3
22 Huesca;Industria;2011T2;14,7
22 Huesca;Industria;2011T1;13,7
22 Huesca;Industria;2010T4;13,5
22 Huesca;Industria;2010T3;13
22 Huesca;Industria;2010T2;11,6
22 Huesca;Industria;2010T1;13,7
22 Huesca;Industria;2009T4;13,1
22 Huesca;Industria;2009T3;14,4
22 Huesca;Industria;2009T2;15,3
22 Huesca;Industria;2009T1;18,6
22 Huesca;Industria;2008T4;18,3
22 Huesca;Industria;2008T3;20,4
22 Huesca;Industria;2008T2;20,2
22 Huesca;Industria;2008T1;20
22 Huesca;Construcción;2025T3;7,9
22 Huesca;Construcción;2025T2;7,3
22 Huesca;Construcción;2025T1;10,1
22 Huesca;Construcción;2024T4;7,7
22 Huesca;Construcción;2024T3;8,3
22 Huesca;Construcción;2024T2;9,2
22 Huesca;Construcción;2024T1;8,8
22 Huesca;Construcción;2023T4;8,1
22 Huesca;Construcción;2023T3;7,2
22 Huesca;Construcción;2023T2;7,4
22 Huesca;Construcción;2023T1;5,5
22 Huesca;Construcción;2022T4;4,5
22 Huesca;Construcción;2022T3;5,9
22 Huesca;Construcción;2022T2;7,1
22 Huesca;Construcción;2022T1;7,2
22 Huesca;Construcción;2021T4;7,7
22 Huesca;Construcción;2021T3;8,6
22 Huesca;Construcción;2021T2;7,6
22 Huesca;Construcción;2021T1;8,2
22 Huesca;Construcción;2020T4;8,1
22 Huesca;Construcción;2020T3;9,2
22 Huesca;Construcción;2020T2;8,6
22 Huesca;Construcción;2020T1;7,6
22 Huesca;Construcción;2019T4;7,8
22 Huesca;Construcción;2019T3;7,9
22 Huesca;Construcción;2019T2;6,1
22 Huesca;Construcción;2019T1;5,8
22 Huesca;Construcción;2018T4;6,4
22 Huesca;Construcción;2018T3;5,3
22 Huesca;Construcción;2018T2;4
22 Huesca;Construcción;2018T1;3,9
22 Huesca;Construcción;2017T4;3,6
22 Huesca;Construcción;2017T3;3,9
22 Huesca;Construcción;2017T2;4,6
22 Huesca;Construcción;2017T1;5,2
22 Huesca;Construcción;2016T4;6,7
22 Huesca;Construcción;2016T3;6,7
22 Huesca;Construcción;2016T2;6,8
22 Huesca;Construcción;2016T1;7,4
22 Huesca;Construcción;2015T4;7,7
22 Huesca;Construcción;2015T3;7
22 Huesca;Construcción;2015T2;8,2
22 Huesca;Construcción;2015T1;7,5
22 Huesca;Construcción;2014T4;7,1
22 Huesca;Construcción;2014T3;6,7
22 Huesca;Construcción;2014T2;6,6
22 Huesca;Construcción;2014T1;7,5
22 Huesca;Construcción;2013T4;8
22 Huesca;Construcción;2013T3;8,7
22 Huesca;Construcción;2013T2;7,7
22 Huesca;Construcción;2013T1;7,4
22 Huesca;Construcción;2012T4;7,3
22 Huesca;Construcción;2012T3;7,2
22 Huesca;Construcción;2012T2;7,8
22 Huesca;Construcción;2012T1;6,5
22 Huesca;Construcción;2011T4;7,2
22 Huesca;Construcción;2011T3;7,9
22 Huesca;Construcción;2011T2;8,4
22 Huesca;Construcción;2011T1;9,7
22 Huesca;Construcción;2010T4;9
22 Huesca;Construcción;2010T3;11,7
22 Huesca;Construcción;2010T2;11,8
22 Huesca;Construcción;2010T1;10,4
22 Huesca;Construcción;2009T4;10,3
22 Huesca;Construcción;2009T3;10,1
22 Huesca;Construcción;2009T2;11,7
22 Huesca;Construcción;2009T1;10,6
22 Huesca;Construcción;2008T4;11,2
22 Huesca;Construcción;2008T3;10,8
22 Huesca;Construcción;2008T2;13,3
22 Huesca;Construcción;2008T1;12,5
22 Huesca;Servicios;2025T3;57,4
22 Huesca;Servicios;2025T2;61,2
22 Huesca;Servicios;2025T1;62,3
22 Huesca;Servicios;2024T4;60,4
22 Huesca;Servicios;2024T3;58,9
22 Huesca;Servicios;2024T2;60
22 Huesca;Servicios;2024T1;59,1
22 Huesca;Servicios;2023T4;56,9
22 Huesca;Servicios;2023T3;58,2
22 Huesca;Servicios;2023T2;60,6
22 Huesca;Servicios;2023T1;59,8
22 Huesca;Servicios;2022T4;59,6
22 Huesca;Servicios;2022T3;58,4
22 Huesca;Servicios;2022T2;61
22 Huesca;Servicios;2022T1;61,6
22 Huesca;Servicios;2021T4;61,7
22 Huesca;Servicios;2021T3;62
22 Huesca;Servicios;2021T2;61,8
22 Huesca;Servicios;2021T1;61,8
22 Huesca;Servicios;2020T4;59,4
22 Huesca;Servicios;2020T3;59
22 Huesca;Servicios;2020T2;59,6
22 Huesca;Servicios;2020T1;59,5
22 Huesca;Servicios;2019T4;60,5
22 Huesca;Servicios;2019T3;61,7
22 Huesca;Servicios;2019T2;62,2
22 Huesca;Servicios;2019T1;65,2
22 Huesca;Servicios;2018T4;64,3
22 Huesca;Servicios;2018T3;64,6
22 Huesca;Servicios;2018T2;63,2
22 Huesca;Servicios;2018T1;65,6
22 Huesca;Servicios;2017T4;66,2
22 Huesca;Servicios;2017T3;67,2
22 Huesca;Servicios;2017T2;64,8
22 Huesca;Servicios;2017T1;63,9
22 Huesca;Servicios;2016T4;62,2
22 Huesca;Servicios;2016T3;64
22 Huesca;Servicios;2016T2;63
22 Huesca;Servicios;2016T1;60,6
22 Huesca;Servicios;2015T4;58,7
22 Huesca;Servicios;2015T3;58,1
22 Huesca;Servicios;2015T2;58,5
22 Huesca;Servicios;2015T1;56,9
22 Huesca;Servicios;2014T4;59,7
22 Huesca;Servicios;2014T3;62,3
22 Huesca;Servicios;2014T2;61,2
22 Huesca;Servicios;2014T1;61,7
22 Huesca;Servicios;2013T4;59,8
22 Huesca;Servicios;2013T3;62,1
22 Huesca;Servicios;2013T2;59,4
22 Huesca;Servicios;2013T1;60
22 Huesca;Servicios;2012T4;60,4
22 Huesca;Servicios;2012T3;61,8
22 Huesca;Servicios;2012T2;59,7
22 Huesca;Servicios;2012T1;60,3
22 Huesca;Servicios;2011T4;59,4
22 Huesca;Servicios;2011T3;60,2
22 Huesca;Servicios;2011T2;58,1
22 Huesca;Servicios;2011T1;54,8
22 Huesca;Servicios;2010T4;57,5
22 Huesca;Servicios;2010T3;54,5
22 Huesca;Servicios;2010T2;58,4
22 Huesca;Servicios;2010T1;61,7
22 Huesca;Servicios;2009T4;63,7
22 Huesca;Servicios;2009T3;62,2
22 Huesca;Servicios;2009T2;61,6
22 Huesca;Servicios;2009T1;59,8
22 Huesca;Servicios;2008T4;60,2
22 Huesca;Servicios;2008T3;58,9
22 Huesca;Servicios;2008T2;56,3
22 Huesca;Servicios;2008T1;56,7
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T3;3,5
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T2;3,1
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2025T1;2,1
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T4;3,5
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T3;3,3
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T2;2,1
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2024T1;4,1
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T4;4,2
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T3;2,5
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T2;4,3
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2023T1;2,8
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T4;3,7
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T3;4
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T2;5,5
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2022T1;3
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T4;3,7
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T3;3,9
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T2;2,8
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2021T1;2,6
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T4;4,4
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T3;3,2
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T2;3,5
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2020T1;2,9
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T4;4,5
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T3;3,2
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T2;4,5
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2019T1;3,3
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T4;3,4
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T3;2,8
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T2;4
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2018T1;3,6
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T4;3,6
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T3;2,8
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T2;5,2
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2017T1;4,6
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T4;5,6
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T3;5,5
22 Huesca;Parados que buscan primer empleo o han dejado su último empleo hace más de 1 año;2016T2;6
